,index,titelId,title,averageRating,numVotes
5128,5258,tt0047724,Crossroads,7.8,60
5129,5259,tt0047726,Crusader,8.4,28
5130,5260,tt0047728,'Dixon of Dock Green',6.7,205
5131,5261,tt0047731,'Ford Star Jubilee',6.8,41
5132,5262,tt0047733,Frontier,7.8,34
5133,5263,tt0047734,Fury,7.4,422
5134,5264,tt0047735,'The Great Gildersleeve',7.4,38
5135,5265,tt0047736,Gunsmoke,7.9,5087
5136,5266,tt0047738,'The Star and the Story',7.0,35
5137,5267,tt0047739,'Highway Patrol',7.7,944
5138,5268,tt0047745,'Jane Wyman Presents The Fireside Theatre',8.1,37
5139,5269,tt0047746,'The Johnny Carson Show',8.2,108
5140,5270,tt0047747,'Jungle Jim',8.0,195
5141,5271,tt0047749,'The Dodge Dancing Party',7.0,402
5142,5272,tt0047750,'The Life and Legend of Wyatt Earp',7.6,723
5143,5273,tt0047751,'The Lone Wolf',8.0,86
5144,5274,tt0047752,'The Bob Cummings Show',7.8,342
5145,5275,tt0047753,'MGM Parade',6.4,85
5146,5276,tt0047755,'The Martha Raye Show',6.7,11
5147,5277,tt0047756,'Matinee Theater',7.8,75
5148,5278,tt0047757,'The Mickey Mouse Club',7.7,652
5149,5279,tt0047758,'The Millionaire',8.0,441
5150,5280,tt0047763,'The Phil Silvers Show',8.4,1361
5151,5281,tt0047764,'Playwrights \'56',6.8,23
5152,5282,tt0047767,'Science Fiction Theatre',8.2,325
5153,5283,tt0047768,'Screen Directors Playhouse',7.3,121
5154,5284,tt0047771,'Sheena: Queen of the Jungle',7.1,100
5155,5285,tt0047773,'Soldiers of Fortune',7.9,69
5156,5286,tt0047775,'The Adventures of Spin and Marty',8.2,243
5157,5288,tt0047780,'TV Reader\'s Digest',7.6,29
5158,5289,tt0047781,'Tales of the Texas Rangers',8.3,83
5159,5290,tt0047786,'Warner Brothers Presents',7.6,23
5160,5291,tt0047788,'08/15 - Zweiter Teil',6.6,273
5161,5292,tt0047789,'08/15 - In der Heimat',6.1,248
5162,5293,tt0047790,'Der 20. Juli',6.6,133
5163,5294,tt0047791,'24 Hour Alert',6.3,72
5164,5295,tt0047793,'A 9-es krterem',7.3,35
5165,5296,tt0047794,'Abbott and Costello Meet the Keystone Kops',6.5,2095
5166,5297,tt0047795,'Abbott and Costello Meet the Mummy',6.4,5222
5167,5298,tt0047797,'Above Us the Waves',6.6,1273
5168,5299,tt0047799,'Accadde al penitenziario',6.3,122
5169,5300,tt0047802,'Adventures of Captain Africa: Mighty Jungle Avenger!',6.6,56
5170,5301,tt0047803,'The African Lion',7.2,362
5171,5302,tt0047804,'Ain\'t Misbehavin\'',5.7,121
5172,5303,tt0047805,'Air Strike',4.7,39
5173,5304,tt0047808,Alibi,6.8,47
5174,5305,tt0047809,'All Fowled Up',7.2,333
5175,5306,tt0047811,'All That Heaven Allows',7.6,13355
5176,5307,tt0047812,'All for Mary',5.6,100
5177,5308,tt0047813,'An Alligator Named Daisy',5.2,340
5178,5309,tt0047815,'Altid ballade',7.0,26
5179,5310,tt0047817,'L\'amant de lady Chatterley',5.9,126
5180,5311,tt0047818,'Les amants du Tage',6.9,115
5181,5312,tt0047820,'The Americano',5.6,488
5182,5313,tt0047821,'Le amiche',7.2,2624
5183,5314,tt0047822,'Amici per la pelle',6.8,138
5184,5315,tt0047823,'El amor nunca muere',7.1,29
5185,5316,tt0047824,'Amor y pecado',5.5,11
5186,5317,tt0047826,'An der schnen blauen Donau',4.0,18
5187,5318,tt0047828,'Andr und Ursula',6.5,8
5188,5319,tt0047829,'Andrea Chnier',6.0,11
5189,5320,tt0047830,'The Angel Who Pawned Her Harp',6.4,153
5190,5321,tt0047831,Angela,5.7,36
5191,5322,tt0047832,'L\'angelo bianco',6.7,158
5192,5323,tt0047834,'Animal Farm',7.2,15515
5193,5324,tt0047835,'An Annapolis Story',5.2,104
5194,5325,tt0047836,'Apache Ambush',5.5,107
5195,5326,tt0047837,'Apache Woman',4.5,120
5196,5327,tt0047838,'Aqu hay petrleo!',5.1,40
5197,5328,tt0047839,'L\'arte di arrangiarsi',6.7,285
5198,5329,tt0047840,'Artists and Models',6.6,3587
5199,5330,tt0047841,'As Long as They\'re Happy',5.3,122
5200,5331,tt0047843,Aschenputtel,6.9,27
5201,5332,tt0047844,'At Gunpoint',6.3,472
5202,5333,tt0047845,'At the Stroke of Twelve',6.5,42
5203,5334,tt0047846,Jesien,6.2,5
5204,5335,tt0047847,'Una aventura de Gil Blas',5.3,15
5205,5336,tt0047849,'Bad Day at Black Rock',7.7,19382
5206,5337,tt0047850,'Das Bad auf der Tenne',5.6,28
5207,5338,tt0047851,'Ball im Savoy',5.9,17
5208,5339,tt0047853,'La bande  papa',5.8,114
5209,5340,tt0047854,'Banditen der Autobahn',7.3,27
5210,5341,tt0047855,'Bara ikutabika',7.8,5
5211,5342,tt0047859,'Die Barrings',7.7,10
5212,5343,tt0047860,'Battle Cry',6.5,2092
5213,5344,tt0047861,'Battle Taxi',5.5,166
5214,5345,tt0047863,'Beanstalk Bunny',7.8,655
5215,5346,tt0047864,'Bearly Asleep',7.2,471
5216,5347,tt0047865,Bedevilled,4.9,236
5217,5348,tt0047866,'Bedlam in Paradise',7.7,242
5218,5349,tt0047867,'Beezy Bear',7.2,507
5219,5350,tt0047868,'Bel Ami',5.2,49
5220,5351,tt0047869,'Belyy pudel',6.9,32
5221,5352,tt0047870,'La bella di Roma',6.6,122
5222,5353,tt0047871,'La bella mugnaia',6.2,310
5223,5354,tt0047872,Bengazi,5.0,170
5224,5355,tt0047873,'The Benny Goodman Story',6.7,1099
5225,5356,tt0047874,'Salna pavasari',7.6,57
5226,5357,tt0047875,'Betrayed Women',6.0,68
5227,5358,tt0047876,'Il bidone',7.5,5144
5228,5359,tt0047877,'The Big Bluff',5.8,424
5229,5360,tt0047878,'The Big Combo',7.4,6655
5230,5362,tt0047880,'The Big Knife',6.8,3319
5231,5363,tt0047881,'The Big Tip Off',6.7,35
5232,5364,tt0047883,'Black Cats and Broomsticks',5.9,233
5233,5365,tt0047885,'Blackboard Jungle',7.4,8179
5234,5366,tt0047886,'Blekitny krzyz',6.5,95
5235,5367,tt0047887,'Blinkity Blank',6.8,950
5236,5368,tt0047888,'Blockerat spr',3.9,9
5237,5369,tt0047889,'Blood Alley',6.3,2820
5238,5370,tt0047890,'Blunder Boys',7.7,303
5239,5371,tt0047891,'Bl himmel',2.7,9
5240,5372,tt0047892,'Bob le flambeur',7.7,10852
5241,5373,tt0047893,'Bobby Ware Is Missing',7.3,23
5242,5374,tt0047894,'Bonjour sourire!',4.7,81
5243,5375,tt0047895,'Zapasnoy igrok',6.7,171
5244,5376,tt0047896,Bravissimo,6.6,164
5245,5377,tt0047897,Breakaway,5.6,94
5246,5378,tt0047898,'Bride of the Monster',4.2,6562
5247,5379,tt0047899,'Bring Your Smile Along',5.4,107
5248,5380,tt0047900,'Broadway Jungle',2.5,32
5249,5381,tt0047901,'Brudar och bollar',2.2,8
5250,5382,tt0047903,'Budapesti tavasz',7.0,88
5251,5383,tt0047904,'A Bullet for Joey',6.1,921
5252,5384,tt0047906,'Buonanotte... avvocato!',6.4,99
5253,5385,tt0047907,Buruuba,5.3,7
5254,5386,tt0047909,'Cabo de Hornos',6.0,15
5255,5387,tt0047911,'Camino cortado',6.0,24
5256,5388,tt0047913,'Chiens perdus sans collier',6.3,172
5257,5389,tt0047916,'El canto del gallo',5.7,18
5258,5390,tt0047917,'Canyon Crossroads',6.0,77
5259,5391,tt0047919,'Captain Lightfoot',6.2,688
5260,5392,tt0047921,'Les carnets du Major Thompson',5.9,79
5261,5393,tt0047923,'Carrington V.C.',7.0,549
5262,5394,tt0047924,'Little Red Monkey',5.9,89
5263,5395,tt0047925,'Cela s\'appelle l\'aurore',6.8,660
5264,5397,tt0047927,Cellbound,7.6,318
5265,5398,tt0047929,'El cerco',6.3,37
5266,5399,tt0047930,'Cesta do praveku',7.4,1657
5267,5400,tt0047932,'Charleys Tante',5.2,321
5268,5401,tt0047933,'El charro inmortal',7.5,13
5269,5402,tt0047934,'Chicago Syndicate',6.5,232
5270,5403,tt0047935,'Chief Crazy Horse',6.2,523
5271,5404,tt0047937,'Chiyari Fuji',7.4,651
5272,5405,tt0047938,'Chuzhaya rodnya',7.2,92
5273,5406,tt0047939,'Cinerama Holiday',7.2,108
5274,5407,tt0047940,'Ciske de Rat',6.9,143
5275,5408,tt0047942,'City of Shadows',5.5,47
5276,5409,tt0047943,'Club de seoritas',6.1,12
5277,5410,tt0047944,'The Cobweb',6.4,1502
5278,5411,tt0047945,'The Colditz Story',7.0,2299
5279,5412,tt0047947,'Conquest of Space',5.7,1373
5280,5413,tt0047948,'The Constant Husband',6.4,336
5281,5414,tt0047951,'Il coraggio',6.6,116
5282,5415,tt0047953,Cortile,6.5,20
5283,5416,tt0047954,'Count Three and Pray',6.4,377
5284,5417,tt0047956,'The Court-Martial of Billy Mitchell',6.8,1798
5285,5418,tt0047957,'El coyote',5.2,39
5286,5419,tt0047958,Crashout,7.0,488
5287,5420,tt0047959,'Crazy Mixed Up Pup',7.5,229
5288,5421,tt0047960,'Creature with the Atom Brain',5.5,1104
5289,5422,tt0047962,'The Crooked Web',6.0,270
5290,5423,tt0047963,'Cross Channel',5.0,36
5291,5424,tt0047964,Cross-Roads,6.5,94
5292,5425,tt0047966,'Cult of the Cobra',5.8,958
5293,5426,tt0047969,'Daddy Long Legs',6.7,3472
5294,5427,tt0047970,'Dance Little Lady',4.9,55
5295,5428,tt0047973,'Dansei No. 1',5.7,7
5296,5429,tt0047974,Danssalongen,4.5,32
5297,5430,tt0047975,'The Dark Avenger',6.0,485
5298,5431,tt0047976,Dementia,6.8,1850
5299,5432,tt0047977,'Davy Crockett: King of the Wild Frontier',7.0,3663
5300,5433,tt0047978,'The Deep Blue Sea',6.6,297
5301,5434,tt0047979,'Delo Rumyantseva',7.2,243
5302,5435,tt0047981,'Deputy Droopy',7.5,597
5303,5436,tt0047982,'Des gens sans importance',6.9,489
5304,5437,tt0047983,'Desert Sands',5.8,276
5305,5438,tt0047984,'Designs on Jerry',7.9,635
5306,5439,tt0047985,'The Desperate Hours',7.5,8818
5307,5440,tt0047986,'Destinazione Piovarolo',7.0,286
5308,5441,tt0047987,'Det brenner i natt!',6.2,86
5309,5442,tt0047988,'Det var paa Rundetaarn',6.3,137
5310,5443,tt0047989,'Die Deutschmeister',6.0,396
5311,5444,tt0047990,Devdas,8.0,1677
5312,5445,tt0047991,'Devil Goddess',6.5,203
5313,5446,tt0047992,'Ispytanie vernosti',5.8,40
5314,5447,tt0047993,'Dial Red O',6.7,65
5315,5448,tt0047995,'Le diciottenni',5.8,34
5316,5449,tt0047996,'Dime to Retire',7.3,250
5317,5450,tt0047998,'Directorul nostru',7.4,161
5318,5451,tt0048000,'Djevojka i hrast',7.2,78
5319,5452,tt0048001,'Doctor at Sea',5.9,837
5320,5453,tt0048002,'Don Camillo e l\'on. Peppone',7.2,1910
5321,5454,tt0048003,'Don Giovanni',6.2,12
5322,5455,tt0048004,'La doncella de piedra',6.1,12
5323,5456,tt0048005,'La donna del fiume',6.3,184
5324,5457,tt0048006,'La donna pi bella del mondo (Lina Cavalieri)',5.9,217
5325,5458,tt0048007,'Donne sole',6.7,11
5326,5459,tt0048008,'Vous pigez?',5.5,53
5327,5460,tt0048009,'Der doppelte Ehemann',6.3,6
5328,5461,tt0048010,Dornrschen,7.2,21
5329,5462,tt0048011,'Le dossier noir',6.8,102
5330,5463,tt0048012,'Double or Mutton',7.7,385
5331,5464,tt0048013,'Drei Mdels vom Rhein',4.9,23
5332,5465,tt0048014,'Drei Mnner im Schnee',7.7,716
5333,5466,tt0048015,'Drei Tage Mittelarrest',7.9,16
5334,5467,tt0048016,'Die Drei von der Tankstelle',5.7,72
5335,5468,tt0048018,'Du bist die Richtige',6.1,9
5336,5469,tt0048019,'Du darfst nicht lnger schweigen',7.5,17
5337,5470,tt0048020,'Du mein stilles Tal',5.0,30
5338,5471,tt0048021,'Du rififi chez les hommes',8.2,28780
5339,5472,tt0048022,'I due compari',7.5,50
5340,5473,tt0048023,'Duel on the Mississippi',5.7,103
5341,5474,tt0048024,Dunja,5.3,21
5342,5475,tt0048026,'Dva druga',7.2,19
5343,5476,tt0048027,'Dva kapitana',6.8,119
5344,5477,tt0048028,'East of Eden',7.9,40295
5345,5478,tt0048029,'Egy pikol vilgos',6.6,98
5346,5479,tt0048030,'Eine Frau gengt nicht?',8.7,7
5347,5480,tt0048031,'Einmal ist keinmal',4.6,9
5348,5481,tt0048034,'The End of the Affair',6.6,1142
5349,5482,tt0048035,Enhrningen,4.3,22
5350,5483,tt0048036,'Hra o zivot',5.6,7
5351,5484,tt0048037,'Ensayo de un crimen',7.8,4762
5352,5485,tt0048038,'Ernst Thlmann - Fhrer seiner Klasse',7.0,93
5353,5486,tt0048039,'Un eroe dei nostri tempi',6.8,444
5354,5487,tt0048040,'Es geschah am 20. Juli',6.6,243
5355,5488,tt0048041,'Esa voz es una mina',5.8,41
5356,5489,tt0048042,'Escale  Orly',5.8,44
5357,5490,tt0048043,Escapade,6.3,139
5358,5491,tt0048044,'Escape to Burma',5.8,512
5359,5492,tt0048045,'La escondida',7.0,84
5360,5493,tt0048046,'Escuela de msica',7.0,86
5361,5494,tt0048047,'The Eternal Sea',6.1,241
5362,5495,tt0048050,'Il falco d\'oro',5.8,26
5363,5496,tt0048051,'Der falsche Adam',7.4,8
5364,5497,tt0048054,'Die Familie Hesselbach im Urlaub',8.3,21
5365,5498,tt0048055,'The Far Country',7.2,6771
5366,5499,tt0048056,'The Far Horizons',6.1,1034
5367,5500,tt0048057,'Far och flyg',3.2,18
5368,5501,tt0048059,'La faraona',6.4,15
5369,5502,tt0048060,'Farlig frihet',5.1,35
5370,5503,tt0048061,'Farligt lfte',5.0,63
5371,5504,tt0048063,'Feather Dusted',7.1,215
5372,5505,tt0048064,'Female on the Beach',6.4,1024
5373,5506,tt0048065,'Field and Scream',6.5,183
5374,5507,tt0048069,'The Fighting Chance',7.2,24
5375,5508,tt0048070,'Le fils de Caroline chrie',4.3,111
5376,5509,tt0048072,'Finger Man',6.6,288
5377,5510,tt0048074,'The First Bad Man',7.1,325
5378,5511,tt0048075,'Der Fischer vom Heiligensee',5.4,28
5379,5512,tt0048077,'5 Against the House',5.9,1276
5380,5513,tt0048078,'Five Guns West',5.0,692
5381,5514,tt0048079,'Flame of the Islands',6.1,147
5382,5515,tt0048080,'The Flaw',5.4,103
5383,5516,tt0048082,'Flickan i regnet',5.3,57
5384,5517,tt0048083,'Fling in the Ring',7.2,213
5385,5518,tt0048084,'Flottans muntergkar',3.2,27
5386,5519,tt0048085,'Il prigioniero della montagna',5.0,65
5387,5520,tt0048086,'Football Headliners',5.2,59
5388,5521,tt0048087,'Footsteps in the Fog',7.0,1679
5389,5522,tt0048089,'Das Forsthaus in Tirol',3.9,8
5390,5523,tt0048090,'Fort Yuma',5.2,295
5391,5524,tt0048091,Foxfire,6.4,449
5392,5525,tt0048092,'Francis in the Navy',5.9,564
5393,5526,tt0048094,'Paris Follies of 1956',5.2,76
5394,5527,tt0048097,'Frontier Woman',5.9,14
5395,5528,tt0048098,'Das frhliche Dorf',5.3,15
5396,5529,tt0048099,'Der frhliche Wanderer',5.3,23
5397,5530,tt0048100,'Goubbiah... mon amour',5.7,29
5398,5531,tt0048101,'Fugitivos: Pueblo de proscritos',5.6,5
5399,5532,tt0048103,'Futures vedettes',5.1,150
5400,5533,tt0048104,'La fte  Henriette',7.1,283
5401,5534,tt0048105,'Die Frsterbuben',4.6,17
5402,5535,tt0048107,'Game Warden',5.8,66
5403,5536,tt0048108,'Guns Don\'t Argue',5.2,83
5404,5537,tt0048109,Gas-oil,6.4,392
5405,5538,tt0048111,'Gentlemen Marry Brunettes',5.1,538
5406,5539,tt0048112,Geordie,6.9,764
5407,5541,tt0048114,'Der gestiefelte Kater',5.8,53
5408,5542,tt0048115,'Ghost Town',5.9,112
5409,5543,tt0048116,Giftas,5.0,26
5410,5544,tt0048118,'The Girl Rush',5.3,136
5411,5545,tt0048119,'The Girl in the Red Velvet Swing',6.5,787
5412,5546,tt0048121,'Giv\'a 24 Eina Ona',5.8,469
5413,5547,tt0048122,'Den glade skomakaren',4.2,32
5414,5548,tt0048123,'The Glass Cage',5.6,155
5415,5549,tt0048124,'The Glass Slipper',6.5,1259
5416,5550,tt0048126,'Godziny nadziei',5.8,33
5417,5551,tt0048127,'Gojira no gyakush',5.9,5596
5418,5552,tt0048128,'Golden Glamour',5.4,40
5419,5554,tt0048131,'Good Will to Men',7.2,356
5420,5555,tt0048132,'Grand National Night',6.7,171
5421,5556,tt0048133,'Les grandes manoeuvres',6.8,876
5422,5557,tt0048135,'The Green Buddha',5.6,22
5423,5558,tt0048136,'Griff nach den Sternen',8.0,6
5424,5559,tt0048138,'Guided Muscle',7.4,723
5425,5560,tt0048139,'The Gun That Won the West',4.7,203
5426,5561,tt0048140,'Guys and Dolls',7.1,15771
5427,5562,tt0048141,'Gypped in the Penthouse',7.6,216
5428,5563,tt0048142,Gzols,7.6,39
5429,5564,tt0048146,Hanka,7.6,33
5430,5565,tt0048147,Hanussen,6.1,39
5431,5566,tt0048148,'Hare Brush',7.7,397
5432,5567,tt0048149,'Der Hauptmann und sein Held',7.2,17
5433,5568,tt0048150,'Headline Hunters',4.6,131
5434,5569,tt0048151,Crvecoeur,6.8,15
5435,5570,tt0048152,'Heidi und Peter',6.4,177
5436,5571,tt0048154,Heimatland,5.0,37
5437,5572,tt0048155,Heir-Conditioned,6.3,209
5438,5573,tt0048156,'Heldentum nach Ladenschlu',6.4,10
5439,5574,tt0048157,'The Unconquered',7.8,64
5440,5575,tt0048158,'Hell on Frisco Bay',6.4,478
5441,5576,tt0048159,'Hell\'s Horizon',5.3,82
5442,5577,tt0048160,'Hell\'s Island',6.0,302
5443,5578,tt0048161,Hemsborna,5.8,47
5444,5579,tt0048162,'Herr Puntila und sein Knecht Matti',6.5,48
5445,5580,tt0048163,'Mein Leopold',7.0,9
5446,5581,tt0048166,'High Society',6.4,329
5447,5582,tt0048168,'Der Himmel ist nie ausverkauft',6.8,6
5448,5583,tt0048169,'Himmel ohne Sterne',7.1,243
5449,5584,tt0048170,'Historias de la radio',7.1,436
5450,5585,tt0048171,'Hit the Deck',6.6,720
5451,5586,tt0048174,'Hold Back Tomorrow',6.8,71
5452,5587,tt0048175,'The Hole Idea',7.4,299
5453,5588,tt0048176,Hoppsan!,5.2,79
5454,5589,tt0048178,'Hotaru no hikari',8.5,6
5455,5590,tt0048179,'Hotel Adlon',7.3,35
5456,5591,tt0048181,'House No. 44',7.3,69
5457,5592,tt0048182,'House of Bamboo',6.8,3012
5458,5594,tt0048184,'Hunters of the Deep',6.5,6
5459,5595,tt0048185,'Les hussards',6.5,89
5460,5596,tt0048186,'Hyde and Hare',7.4,993
5461,5597,tt0048187,'Les hros sont fatigus',6.7,117
5462,5598,tt0048188,'I Am a Camera',6.3,515
5463,5599,tt0048189,'I Cover the Underworld',5.8,21
5464,5600,tt0048190,'I Died a Thousand Times',6.4,928
5465,5601,tt0048191,'I\'ll Cry Tomorrow',7.2,1919
5466,5602,tt0048192,'IA in Oberbayern',3.1,15
5467,5603,tt0048193,'Ich denke oft an Piroschka',7.0,473
5468,5604,tt0048194,'Ich war ein hliches Mdchen',6.5,15
5469,5606,tt0048196,'Ihr Leibregiment',4.6,5
5470,5607,tt0048198,'Ikimono no kiroku',7.3,4215
5471,5608,tt0048199,Illegal,7.0,1728
5472,5609,tt0048200,'L\'impero del sole',6.1,10
5473,5610,tt0048201,'L\'impossible Monsieur Pipelet',5.7,114
5474,5611,tt0048204,'The Indian Fighter',6.4,2200
5475,5612,tt0048207,'Gli innamorati',6.7,122
5476,5613,tt0048208,'El inocente',7.3,240
5477,5614,tt0048209,'Inside Detroit',6.2,51
5478,5615,tt0048210,'Interrupted Melody',6.7,916
5479,5616,tt0048211,'The Intruder',6.8,275
5480,5617,tt0048212,'Io piaccio',5.8,29
5481,5618,tt0048213,'Irena do domu!',6.3,50
5482,5619,tt0048214,'Isn vanha ja uusi',6.3,100
5483,5620,tt0048215,'It Came from Beneath the Sea',6.0,4981
5484,5621,tt0048216,'It\'s Always Fair Weather',7.0,3030
5485,5622,tt0048217,'It\'s a Dog\'s Life',6.8,392
5486,5624,tt0048220,'Jack and the Beanstalk',6.8,77
5487,5625,tt0048222,'Jail Busters',6.4,283
5488,5626,tt0048223,'Jan Zizka',6.8,129
5489,5627,tt0048224,'Janne Vngman och den stora kometen',2.8,9
5490,5628,tt0048226,'Je suis un sentimental',6.3,63
5491,5629,tt0048227,Jedda,6.2,295
5492,5630,tt0048228,Jochukko,6.2,8
5493,5631,tt0048230,'Joe MacBeth',6.4,160
5494,5632,tt0048231,'John and Julie',6.4,203
5495,5633,tt0048232,'Josephine and Men',5.8,128
5496,5634,tt0048233,Jubal,7.1,3439
5497,5635,tt0048235,'Jump Into Hell',5.7,150
5498,5636,tt0048236,'Jumpin\' Jupiter',7.5,425
5499,5637,tt0048237,'Jumping for Joy',5.8,113
5500,5638,tt0048238,'Jungle Moon Men',5.9,260
5501,5639,tt0048239,'Jupiter\'s Darling',5.8,496
5502,5640,tt0048240,'J jin yuki otoko',5.8,186
5503,5641,tt0048241,Kala,7.1,38
5504,5642,tt0048243,Kariera,5.2,23
5505,5643,tt0048246,'Kaunis Kaarina',5.5,49
5506,5644,tt0048248,'The Kentuckian',6.3,2464
5507,5645,tt0048250,'A Kid for Two Farthings',6.5,850
5508,5646,tt0048252,Kihlaus,6.6,15
5509,5647,tt0048253,'Kiinni on ja pysyy',5.9,126
5510,5648,tt0048254,'Killer\'s Kiss',6.6,21320
5511,5650,tt0048256,'King Dinosaur',2.1,1238
5512,5651,tt0048257,'King of the Carnival',4.5,25
5513,5652,tt0048258,'King\'s Rhapsody',5.1,106
5514,5653,tt0048259,'The King\'s Thief',5.7,527
5515,5654,tt0048260,Kismet,6.3,1365
5516,5655,tt0048261,'Kiss Me Deadly',7.6,18620
5517,5656,tt0048262,'Kiss of Fire',5.6,115
5518,5657,tt0048263,'Knight-Mare Hare',7.6,680
5519,5658,tt0048264,'Knyazhna Meri',6.9,38
5520,5659,tt0048265,Koi-gesho,8.1,9
5521,5660,tt0048266,Kokoro,7.4,365
5522,5661,tt0048268,'Der Kongre tanzt',5.6,35
5523,5662,tt0048269,'Krvavi put',5.7,93
5524,5663,tt0048270,Kuchizuke,7.1,15
5525,5664,tt0048272,Kvinnodrm,7.1,2653
5526,5665,tt0048273,'Krlek p turn',3.8,15
5527,5666,tt0048274,Knigswalzer,5.1,31
5528,5667,tt0048275,Krhinta,7.8,1230
5529,5668,tt0048278,'La ladra',5.4,14
5530,5669,tt0048279,'Lady Godiva of Coventry',5.8,463
5531,5670,tt0048280,'Lady and the Tramp',7.3,123038
5532,5671,tt0048281,'The Ladykillers',7.7,26445
5533,5672,tt0048282,'Donald Duck Visits Lake Titicaca',6.9,263
5534,5673,tt0048283,'Land of the Pharaohs',6.6,3655
5535,5674,tt0048284,Zemlya,6.3,15
5536,5675,tt0048285,'Las Vegas Shakedown',5.6,57
5537,5676,tt0048286,'Lass die Sonne wieder scheinen',6.6,7
5538,5677,tt0048287,'The Last Command',6.4,703
5539,5678,tt0048288,'Last of the Desperados',6.0,15
5540,5679,tt0048289,'A Lawless Street',6.4,1117
5541,5680,tt0048291,'The Left Hand of God',6.5,2337
5542,5681,tt0048292,'The Legend of Rockabye Point',7.4,323
5543,5682,tt0048293,'La legin del silencio',3.6,12
5544,5683,tt0048294,'Lilacs in the Spring',5.4,146
5545,5684,tt0048295,'Der letzte Akt',7.0,258
5546,5685,tt0048296,'Der letzte Mann',6.2,99
5547,5686,tt0048297,Lyana,6.5,34
5548,5687,tt0048298,'Liebe ist ja nur ein Mrchen',5.6,10
5549,5688,tt0048299,'Liebe ohne Illusion',7.5,6
5550,5690,tt0048301,'A Life in the Balance',6.0,181
5551,5691,tt0048303,'Lighthouse Mouse',6.7,132
5552,5692,tt0048304,'The Littlest Outlaw',6.2,205
5553,5693,tt0048306,'Ljuset frn Lund',4.5,36
5554,5694,tt0048308,'Lola Monts',7.3,4862
5555,5695,tt0048310,'The Lone Ranger',6.7,924
5556,5696,tt0048311,'The Lonesome Trail',4.9,41
5557,5697,tt0048312,'The Long Gray Line',7.2,2499
5558,5698,tt0048313,'The Looters',6.1,85
5559,5699,tt0048314,'Lord of the Jungle',5.9,191
5560,5700,tt0048315,Lost,6.4,296
5561,5701,tt0048316,'Love Is a Many-Splendored Thing',6.5,4448
5562,5702,tt0048317,'Love Me or Leave Me',7.1,3686
5563,5703,tt0048318,'Lucy Gallant',6.4,508
5564,5704,tt0048319,'Luffaren och Rasmus',6.1,147
5565,5705,tt0048320,'Lumber Jerks',7.1,710
5566,5706,tt0048321,'La lumire d\'en face',6.1,121
5567,5707,tt0048323,'La lupa',5.1,14
5568,5708,tt0048324,'Magdanas lurja',7.6,461
5569,5709,tt0048325,'The Lyons in Paris',6.9,28
5570,5710,tt0048326,Bxtiyar,7.2,124
5571,5711,tt0048328,'Ma and Pa Kettle at Waikiki',6.9,451
5572,5712,tt0048329,'Mad at the World',5.7,33
5573,5713,tt0048330,'Madama Butterfly',7.2,32
5574,5714,tt0048331,'The Magnificent Matador',5.5,174
5575,5715,tt0048332,'Der Major und die Stiere',5.6,7
5576,5716,tt0048333,'Make Me an Offer!',6.2,122
5577,5717,tt0048334,'El malvado Carabel',6.5,109
5578,5718,tt0048336,'A Man Alone',6.4,869
5579,5719,tt0048337,'A Man Called Peter',7.1,931
5580,5720,tt0048338,'The Man Who Loved Redheads',5.8,193
5581,5721,tt0048339,'Man with the Gun',6.7,1576
5582,5722,tt0048340,'Man Without a Star',6.9,3015
5583,5723,tt0048341,'The Man from Bitter Ridge',6.1,330
5584,5724,tt0048342,'The Man from Laramie',7.4,9517
5585,5725,tt0048345,'A Man on the Beach',5.5,22
5586,5726,tt0048346,'Man of the Moment',6.5,484
5587,5727,tt0048347,'The Man with the Golden Arm',7.4,9995
5588,5728,tt0048349,'Il mantello rosso',5.4,10
5589,5729,tt0048350,'Many Rivers to Cross',6.3,984
5590,5730,tt0048351,'The Marauders',5.9,180
5591,5731,tt0048352,'The March Hare',5.3,71
5592,5732,tt0048353,'Marguerite de la nuit',6.6,199
5593,5733,tt0048355,'Marie-Antoinette reine de France',6.2,120
5594,5734,tt0048356,Marty,7.7,21528
5595,5735,tt0048358,'Masterson of Kansas',5.4,260
5596,5736,tt0048359,Mat,5.9,105
5597,5737,tt0048361,'Les mauvaises rencontres',6.6,174
5598,5738,tt0048362,'Maksim Perepelitsa',7.7,916
5599,5739,tt0048363,'Les matres fous',6.8,1433
5600,5740,tt0048364,'The McConnell Story',6.4,429
5601,5741,tt0048365,'Meiji ichidai onna',5.0,5
5602,5742,tt0048367,'Meine Kinder und ich',7.9,12
5603,5743,tt0048368,'La meloda misteriosa',5.0,23
5604,5744,tt0048369,'Men Against the Arctic',6.1,49
5605,5745,tt0048375,'Milioni na otoku',8.2,47
5606,5746,tt0048377,'Min ja mieheni morsian',5.4,51
5607,5747,tt0048378,'The Miracle on 34th Street',6.0,216
5608,5748,tt0048379,'Miss Tulip Stays the Night',5.6,101
5609,5749,tt0048380,'Mister Roberts',7.7,15336
5610,5750,tt0048382,'La \'Moara cu noroc\'',7.7,454
5611,5751,tt0048383,'La moglie  uguale per tutti',5.5,12
5612,5752,tt0048384,'Mon chien',7.0,31
5613,5753,tt0048385,'El expreso de Andaluca',7.1,64
5614,5754,tt0048387,Moonfleet,6.7,3293
5615,5756,tt0048390,'Mouse for Sale',7.6,517
5616,5757,tt0048391,Mozart,6.7,81
