,title,averageRating,numVotes
16126,'Eddie and the Cruisers',7.0,6737
16128,'Educating Rita',7.2,12608
16132,'El Norte',7.7,4781
16136,'Emmanuelle IV',3.4,1227
16137,'L\'enfant secret',6.6,535
16142,'Entre tinieblas',6.6,6245
16145,Erndira,6.7,592
16146,'Er zi de da wan ou',7.0,549
16153,Exposed,5.1,778
16154,'Il giustiziere della strada',5.1,990
16155,'Eyes of Fire',6.3,771
16157,'Faces of Death II',3.6,1661
16161,'Fantozzi subisce ancora',6.5,1934
16166,'La femme de mon pote',5.8,967
16169,'Feng gui lai de ren',7.4,1248
16175,'Fire and Ice',6.6,9598
16180,'The First Turn-On!!',4.4,620
16182,Flashdance,6.2,47828
16184,'Get Crazy',6.8,1081
16200,G,5.3,1273
16201,Garon!,6.3,667
16216,'Glykia symmoria',7.4,1448
16217,'Nati con la camicia',7.2,9019
16219,'Going Berserk',5.3,1641
16228,'Gorky Park',6.8,12699
16235,'The Grey Fox',7.4,1764
16240,'I guerrieri dell\'anno 2072',4.9,1021
16245,'Hai tan de yi tian',7.6,784
16246,'Halloween III: Season of the Witch',5.0,43939
16249,Hammett,6.5,2952
16251,'Hanna K.',6.3,638
16258,'Heart Like a Wheel',6.8,1263
16270,Hercules,4.0,3502
16273,'High Road to China',6.1,4926
16274,'High School U.S.A.',5.7,1203
16285,'The Hound of the Baskervilles',6.6,1127
16286,'House of the Long Shadows',6.3,3132
16287,'The House on Sorority Row',6.0,7423
16294,'The Hunger',6.7,23132
16296,Hysterical,5.9,699
16315,'Introducing... Janet',3.4,833
16322,'Jaane Bhi Do Yaaro',8.4,13173
16326,'Jaws 3-D',3.7,39836
16330,'The Jigsaw Man',5.2,1528
16337,Joysticks,4.5,1840
16339,'Jb lzadsa',7.6,516
16340,'Kakav deda takav unuk',7.4,1209
16341,'Kako sam sistematski unisten od idiota',7.6,878
16346,Katha,7.8,1070
16348,'The Keep',5.8,10876
16355,'A Killer in the Family',6.9,530
16356,'The King of Comedy',7.8,88411
16363,Konopielka,7.6,669
16365,Koyaanisqatsi,8.3,35353
16367,Krull,6.1,30339
16378,'Kyry kaich no densetsu',4.0,594
16385,Lianna,6.7,1549
16392,'Liquid Sky',6.2,5710
16395,'Little House: Look Back to Yesterday',8.0,773
16397,'Local Hero',7.3,21604
16400,'Lone Wolf McQuade',6.4,10985
16401,'The Lonely Lady',3.0,941
16402,'Long teng hu yue',5.2,1508
16404,'The Lords of Discipline',6.6,2508
16405,'Losin\' It',4.9,4064
16408,'Love Letters',6.0,674
16409,'The Loveless',6.1,1743
16410,Lovesick,5.2,726
16414,'La lune dans le caniveau',6.1,1255
16424,'The Man Who Loved Women',5.3,2142
16425,'The Man Who Wasn\'t There',3.8,509
16426,'Man of Flowers',7.0,550
16427,'The Man with Two Brains',6.4,24205
16428,Mandi,7.6,692
16430,'Le marginal',6.4,2488
16434,Marlene,7.6,714
16438,Mashaal,7.4,638
16439,Masoom,8.4,3649
16441,Mausoleum,5.1,1948
16442,'Max Dugan Returns',6.6,3296
16449,'Merry Christmas Mr. Lawrence',7.3,15533
16451,'Metalstorm: The Destruction of Jared-Syn',3.9,1570
16452,'Mickey\'s Christmas Carol',8.0,10739
16453,'Microwave Massacre',4.2,2216
16464,Mo,7.1,1093
16470,'The Meaning of Life',7.5,114013
16480,'Mr. Mom',6.6,20991
16486,'My Breakfast with Blassie',6.9,507
16487,'My Tutor',5.3,3178
16488,'My iz dzhaza',7.2,771
16491,'Nankyoku monogatari',7.7,1467
16493,'Nate and Hayes',6.2,2039
16494,'National Lampoon\'s Vacation',7.4,97570
16501,'Never Cry Wolf',7.5,7643
16502,'Never Say Never Again',6.2,61996
16504,'A Night in Heaven',4.3,1182
16506,Nightbeast,4.1,1420
16507,Nightmares,5.8,2929
16513,Nostalghia,8.1,23344
16516,'Los nuevos extraterrestres',2.1,4237
16520,Octopussy,6.6,95615
16522,'Of Unknown Origin',6.1,2823
16530,'One Dark Night',5.7,2678
16533,'The Osterman Weekend',5.9,8015
16539,'The Outsiders',7.1,75533
16544,'I paladini - Storia d\'armi e d\'amori',5.9,588
16548,'Papy fait de la rsistance',6.8,2819
16551,'Passionless Moments',7.0,848
16553,'Pauline  la plage',7.4,7710
16563,'Phar Lap',7.3,1620
16564,'El pico',6.9,738
16568,'The Pirates of Penzance',7.1,3228
16569,'The Pit',5.9,2358
16580,'Porky\'s II: The Next Day',5.1,11036
16585,'I predatori di Atlantide',5.0,1259
16586,'Premiers dsirs',4.7,890
16587,'The Prey',4.3,1013
16590,'Prisoners of the Lost Universe',3.7,1333
16592,'Private School',5.3,5885
16597,'Golgo 13',6.8,2675
16598,Proshchanie,7.4,558
16601,'Prnom Carmen',6.5,3429
16602,'Psycho II',6.5,24206
16608,'Quarterback Princess',6.4,950
16620,'Rats - Notte di terrore',4.7,2335
16623,Rembetiko,8.2,2661
16629,'The Return of Captain Invincible',5.8,660
16630,'Star Wars: Episode VI - Return of the Jedi',8.3,950081
16631,'The Return of the Man from U.N.C.L.E.: The Fifteen Years Later Affair',6.7,594
16632,'Revenge of the Ninja',6.1,4502
16634,'Richard Pryor... Here and Now',7.3,2115
16637,'The Right Stuff',7.8,56222
16638,'Right of Way',7.8,677
16639,'Rikos ja rangaistus',7.1,2202
16640,'Risky Business',6.8,80994
16642,'Robin Hood and the Sorcerer',8.6,533
16643,'Rock  Rule',6.5,3262
16645,'Romantic Comedy',5.3,761
16650,'Rue Cases Ngres',7.3,845
16651,'Le ruffian',6.1,662
16652,'Rumble Fish',7.2,31793
16654,'Running Brave',6.7,645
16662,Sadma,8.4,2936
16663,'Sagara Sangamam',8.8,2797
16664,Sahara,5.1,1407
16669,'Sapore di mare',6.1,894
16670,Sasameyuki,7.2,1395
16672,'Satomi hakken-den',6.5,1057
16673,Scalps,3.9,1159
16674,Scarface,8.3,740537
16675,'The Scarlet and the Black',7.6,2738
16681,Scream,2.9,676
16682,Screamtime,4.9,767
16683,Screwballs,4.6,2899
16692,'Segni particolari: bellissimo',6.0,690
16702,'Seven Dials Mystery',6.8,586
16712,'Shao Lin xiao zi',6.3,1505
16715,'Shao Lin dou La Ma',7.0,610
16718,'Shu Shan - Xin Shu shan jian ke',6.6,2414
16720,'The Sign of Four',6.4,573
16722,Silkwood,7.2,18330
16728,'Sknheden og udyret',7.0,502
16729,'Slavnosti snezenek',7.7,1362
16730,'Sleepaway Camp',6.3,26966
16733,'Smokey and the Bandit Part 3',3.6,8071
16738,'Priklyucheniya Sherloka Kholmsa i doktora Vatsona: Sokrovishcha Agry',8.4,2684
16740,'Something Wicked This Way Comes',6.8,8392
16743,Sorceress,4.3,1742
16744,'Sotto il vestito niente',5.6,703
16745,'Space Raiders',4.7,1180
16746,'Spacehunter: Adventures in the Forbidden Zone',5.6,5328
16748,Spasms,4.5,943
16749,'Special Bulletin',7.7,1019
16751,'Spring Break',5.0,2648
16752,'Star 80',6.8,5861
16753,'The Star Chamber',6.3,6308
16754,'Starflight: The Plane That Couldn\'t Land',4.9,895
16755,'State buoni se potete',8.0,1285
16756,'Staying Alive',4.7,14579
16759,'Still Smokin',5.7,7249
16760,'De stilte rond Christine M.',6.5,792
16761,'The Sting II',4.9,2045
16763,'Storia di Piera',6.3,635
16764,'The Adventures of Bob  Doug McKenzie: Strange Brew',6.7,15642
16765,'Strange Invaders',5.5,2611
16768,Streamers,6.5,1787
16769,'Stroker Ace',4.9,3594
16770,Stryker,4.3,598
16771,'Sudden Impact',6.7,40805
16778,'Superman III',5.0,64225
16779,'Die Supernasen',4.7,1017
16781,'The Survivors',5.9,4591
16787,'Table for Five',6.1,666
16791,'Storie di ordinaria follia',6.8,2467
16794,'Tchao pantin',7.4,2460
16797,'Tender Mercies',7.4,9431
16799,'Terms of Endearment',7.4,55179
16800,'The Terry Fox Story',7.0,568
16801,'El tesoro de la diosa blanca',3.5,578
16802,Testament,6.9,5675
16812,'Timerider: The Adventure of Lyle Swann',5.4,2009
16816,'Tiscrocn vcela',7.8,509
16817,'To All a Goodnight',4.7,1352
16818,'To Be or Not to Be',6.9,10229
16822,'Toki o kakeru shjo',6.6,596
16825,'Tough Enough',5.5,762
16829,'Trading Places',7.5,136617
16837,'Tri veterni',7.9,1031
16842,'Tu mi turbi',6.6,581
16845,'La tumba de los muertos vivientes',2.6,2165
16847,'Twice Upon a Time',6.9,1087
16849,'Twilight Zone: The Movie',6.5,33135
16852,'Two of a Kind',4.8,3862
16854,Utu,7.0,982
16864,'Uncommon Valor',6.4,9041
16866,'Under Fire',7.0,6897
16873,'Urusei Yatsura 1: Onri y',6.8,565
16875,'Uuno Turhapuron muisti palailee ptkittin',5.6,856
16877,'Valley Girl',6.4,13596
16881,'The Woman in the Room',6.0,567
16886,Videodrome,7.2,83876
16887,'La vie est un roman',6.2,959
16888,'De vierde man',7.2,7021
16889,'La ville des pirates',7.3,807
16892,'Vivement dimanche!',7.2,5907
16894,'Vlyublyon po sobstvennomu zhelaniyu',7.3,623
16904,WarGames,7.1,90965
16906,Wavelength,5.7,709
16914,'Who Will Love My Children?',7.5,537
16915,'The Wicked Lady',4.7,1060
16922,Suburbia,7.0,4608
16923,'The Wind in the Willows',7.7,1336
16926,'Without a Trace',7.1,1833
16929,'Woh 7 Din',7.6,1118
16933,'Qi mou miao ji: Wu fu xing',6.7,4364
16934,'Wu Lang ba gua gun',7.4,2636
16937,Xtro,5.6,5986
16943,'The Year of Living Dangerously',7.1,19484
16944,Yellowbeard,6.0,7386
16945,Yentl,6.6,12648
16958,Zeder,6.2,1931
16959,Zelig,7.7,39866
16962,'Zhong gui',6.5,706
16965,'Ziggy Stardust and the Spiders from Mars',7.6,2487
16967,'Zui jia pai dang 2: Da xian shen tong',6.7,979
16969,' nos amours',7.3,5375
16972,'L\'t meurtrier',7.3,4228
16974,'\'Allo \'Allo!',8.4,23575
16976,'The Adventures of Sherlock Holmes',8.7,19868
16977,Airwolf,6.7,10064
16978,'All the Rivers Run',7.6,576
16979,'The Barchester Chronicles',8.1,1004
16982,'Blue Thunder',6.2,1589
16984,'The Box of Delights',8.4,715
16990,'Charles in Charge',6.1,5327
16992,'The Cosby Show',7.3,31301
16995,'Cover Up',7.9,512
16996,'Crazy Like a Fox',7.1,525
17005,E/R,7.2,534
17008,'Ever Decreasing Circles',7.1,936
17010,'The Far Pavilions',7.1,713
17016,'G.I. Joe',7.7,4605
17019,'Gostya iz budushchego',8.2,2221
17023,'Highway to Heaven',6.8,4448
17026,Hunter,6.8,3861
17027,'It\'s Your Move',8.2,561
17028,'The Jewel in the Crown',8.3,1928
17029,'Kate  Allie',6.8,1630
17031,'Kids Incorporated',7.0,773
17037,'The Master',4.6,1280
17038,'Miami Vice',7.5,23239
17039,'Mike Hammer',6.9,940
17041,'Mistral\'s Daughter',6.8,648
17042,'Muppet Babies',7.5,4348
17043,'The New Scooby-Doo Mysteries',7.3,2364
17045,'Night Court',7.6,10594
17050,'La piovra',8.5,3294
17054,'Punky Brewster',6.5,4783
17056,Riptide,6.8,2342
17058,'Robin of Sherwood',8.5,3994
17059,'Santa Barbara',5.6,2302
17061,'Shaka Zulu',7.7,2887
17062,Snorks,6.4,2569
17066,'Spitting Image',7.4,2077
17069,'Tales from the Darkside',7.5,5596
17070,'Thomas the Tank Engine  Friends',6.6,3739
17071,'Three\'s a Crowd',5.7,736
17072,Transformers,8.0,20324
17073,'The Tripods',7.4,1328
17075,V,7.4,10599
17076,'V: The Final Battle',7.8,7606
17077,'Voltron: Defender of the Universe',7.9,4269
17079,'Who\'s the Boss?',6.5,11386
17080,'The Wind in the Willows',8.0,804
17083,'2010: The Year We Make Contact',6.8,49626
17088,Abwrts,6.8,999
17092,'Acqua e sapone',6.5,1506
17095,'Andr and Wally B.',5.3,5137
17096,'The Adventures of Buckaroo Banzai Across the 8th Dimension',6.3,23975
17099,'Against All Odds',5.9,10984
17100,Airwolf,6.8,4405
17101,'Akademia pana Kleksa',6.8,966
17108,Prey,5.2,1150
17109,'All of Me',6.7,16796
17110,'L\'allenatore nel pallone',7.0,2213
17112,'Alphabet City',5.0,644
17114,Amadeus,8.3,368847
17118,'The Ambassador',5.4,608
17119,'American Dreamer',6.6,1411
17122,'L\'amour  mort',6.8,912
17125,Angel,5.7,2745
17129,'L\'anne des mduses',5.7,989
17131,'Another Country',7.1,5428
17133,'Antonio Gaud',7.3,1393
17136,'Das Arche Noah Prinzip',4.9,821
17146,'Roman Za\'ir',5.5,963
17147,'Bachelor Party',6.3,35532
17152,El-haimoune,7.0,533
17153,'Balkanski spijun',8.9,10461
17154,'Ballade vom kleinen Soldaten',7.3,794
17157,'The Bay Boy',6.2,637
17160,'Beat Street',6.5,3502
17166,'Best Defense',3.8,5491
17169,'Beverly Hills Cop',7.3,163679
17170,'Bez konca',7.5,4055
17173,Biohazard,3.3,627
17174,Birdy,7.3,21542
17176,'Ator 2: L\'invincibile Orion',2.3,3405
17177,'Blame It on Rio',5.8,9907
17182,'Blind Date',4.8,789
17183,'Blood Simple',7.6,87683
17184,'Blood Suckers from Outer Space',4.8,503
17185,'Bloodbath at the House of Death',5.2,1070
17188,'Body Double',6.8,28987
17190,Bolero,3.0,5017
17195,'The Bostonians',6.3,1771
17196,'The Bounty',7.1,24707
17197,'Boy Meets Girl',7.0,2986
17201,'Breakin\'',5.8,5878
17202,'Breakin\' 2: Electric Boogaloo',5.1,3770
17204,'A Breed Apart',5.6,1394
17206,'Broadway Danny Rose',7.4,23918
17207,'The Brother from Another Planet',6.7,5488
17208,'The Buddy System',5.7,783
17212,'The Burning Bed',7.3,2582
17214,'Busters verden',7.0,1310
17215,C.H.U.D.,5.6,10785
17216,'The Cabinet of Jan Svankmajer',7.1,926
17218,Cal,6.6,1337
17219,'Calamari Union',7.1,3136
17221,'Calendar Girl Murders',4.7,589
17225,Camila,6.9,1120
17228,'Cannonball Run II',5.1,14974
17229,Carmen,7.5,1440
17234,'Cento giorni a Palermo',6.6,572
17235,Charade,6.9,663
17237,'Cheech  Chong\'s The Corsican Brothers',4.8,3888
17243,'Children of the Corn',5.7,47601
17245,'Choose Me',6.8,2614
17247,'A Christmas Carol',7.8,12746
17250,'Ciske de Rat',7.0,2667
17252,'City Heat',5.5,9062
17255,'Cloak  Dagger',6.6,6845
17256,'Geheimcode Wildgnse',5.2,909
17259,'Comfort and Joy',6.7,1785
17262,'The Company of Wolves',6.7,14976
17263,'Conan the Destroyer',5.9,76034
17269,'Cos parl Bellavista',7.3,622
17270,'The Cotton Club',6.6,16556
17272,Country,6.7,1794
17276,Crackers,5.2,1199
17279,'Crimes of Passion',6.4,6403
17290,'Davitelj protiv davitelja',8.1,3180
17292,Deathstalker,4.6,4392
17293,Decoder,6.6,694
17294,DEFCON-4,4.6,1799
17301,'Dang doi lai ming',6.8,593
17304,'La diagonale du fou',6.8,1120
17306,'Didi - Der Doppelgnger',6.7,967
17307,'Didi und die Rache der Enterbten',6.6,843
17314,'The Dollmaker',7.7,677
17317,'Dong dong de jiqi',7.7,1260
17325,Draw!,6.2,596
17326,Dreamscape,6.3,13744
17332,'I due carabinieri',6.0,837
17333,Dune,6.5,127421
17338,'E la nave va',7.6,5598
17342,'Efter repetitionen',7.3,2226
17346,'Electric Dreams',6.5,6945
17361,'The Evil That Men Do',6.1,3472
17363,'The Ewok Adventure',5.5,9689
17364,'Exterminator 2',4.5,1932
17365,'The Falcon and the Snowman',6.8,10660
17367,'Falling in Love',6.5,12718
17370,'Fanny Hill',5.1,855
17374,'Fatal Games',4.8,692
17375,'Fatal Vision',7.8,891
17376,'Les favoris de la lune',7.1,667
17377,'Fear City',5.7,3102
17379,'La femme publique',6.5,1332
17383,'Final Justice',2.2,3004
17385,'Finders Keepers',5.5,834
17386,Firestarter,6.1,29330
17387,Firstborn,6.3,2181
17389,'The Flamingo Kid',6.2,4905
17391,Flashpoint,6.5,2148
17398,Footloose,6.6,70331
17400,'Forbrydelsens element',6.8,9262
17403,'Fort Saganne',6.2,865
17408,Frankenweenie,7.3,11370
17413,'Friday the 13th: The Final Chapter',6.0,45429
17415,'Fu rong zhen',8.2,800
17423,'Garbo Talks',6.4,1440
17426,'Gasherbrum - Der leuchtende Berg',7.6,796
17431,Ghare-Baire,7.6,1391
17434,Ghostbusters,7.8,355274
17437,'A Girl\'s Own Story',6.5,678
17438,'Girls Nite Out',4.8,1091
17439,'Give My Regards to Broad Street',5.3,1389
17444,'Godzilla 1985',6.3,5957
17446,'Tsisperi mtebi anu daujerebeli ambavi',8.9,1704
17451,'Grace Quigley',5.7,623
17455,Gremlins,7.3,199904
17461,'La guerre des tuques',7.6,1768
17462,'The Gunrunner',3.9,565
17464,'Gyakufunsha kazoku',7.2,755
17468,'Hard to Hold',4.9,575
17469,Hardbodies,4.9,3135
17470,'Harry  Son',5.8,1931
17479,'Heavenly Bodies',5.3,707
17480,'Heimat - Eine Chronik in elf Teilen',8.7,2969
17491,'The Hit',7.0,7433
17493,Holi,7.5,552
17500,'Hot Dog ...The Movie',5.0,3084
17501,'The Hotel New Hampshire',6.0,7839
17505,'Hrafninn flgur',6.7,2321
17506,'Huang tu di',7.1,2150
17507,Hundra,4.6,896
17515,'The Ice Pirates',5.7,9824
17516,Iceman,6.1,5188
17517,'De illusionist',7.0,644
17524,Impulse,5.9,1257
17526,'Indiana Jones and the Temple of Doom',7.6,449250
17527,'The Initiation',5.8,2990
17533,'The Astral Factor',3.6,680
17534,'Invitation to Hell',5.1,1379
17535,'Non c\' due senza quattro',7.2,9237
17536,'Irreconcilable Differences',5.8,2856
17540,'It Came Upon the Midnight Clear',7.9,536
17551,'Johnny Dangerously',6.6,13212
17554,'Joy of Sex',3.7,701
17555,'Joyeuses Pques',6.4,2153
17558,'Le jumeau',6.1,1022
17559,Jumping,7.4,1116
17562,'Just the Way You Are',5.9,793
17563,'Jnssonligan fr guldfeber',6.2,3457
17569,Kaos,7.9,2587
17570,'The Karate Kid',7.3,195539
17573,'Kaze no tani no Naushika',8.1,150798
17574,'Kazoku gmu',7.3,823
17577,Kidco,6.2,602
17580,'The Killing Fields',7.8,51564
17586,'King Lear',7.6,740
17590,Klassenverhltnisse,6.9,606
17597,'Kuai can che',7.2,11917
17599,Lace,7.1,1218
17603,Lassiter,5.9,2059
17605,'The Last Horror Film',5.6,1567
17606,'L\'ultimo cacciatore',6.1,798
17608,'The Last Starfighter',6.8,38427
17613,'Ambavi Suramis tsikhitsa',7.4,1666
17620,Leviatn,4.4,1202
17621,'License to Kill',5.5,839
17623,'De lift',6.2,6165
17624,'Hung kuen dai see',6.5,504
17629,'The Little Drummer Girl',6.1,1943
17630,'Little House: Bless All the Dear Children',7.8,573
17631,'Little House: The Last Farewell',8.1,654
17634,'The Lonely Guy',6.3,6657
17642,'Love Streams',7.8,5241
17648,'Lyubov i golubi',8.1,4140
17650,'Lui  peggio di me',6.2,766
17656,'Chjik Ysai Macross: Ai Oboeteimasuka',7.8,2800
17659,'Making the Grade',5.8,1311
17664,'Mannen frn Mallorca',7.0,1606
17667,'Marche  l\'ombre',6.6,1342
17668,'Maria\'s Lovers',6.7,2298
17673,'Mass Appeal',6.7,937
17682,'Meatballs Part II',3.8,2247
17688,'\'Men Olsenbanden var ikke dd!\'',6.2,658
17691,'Micki + Maude',6.0,2723
17693,'Midt om natten',6.8,2517
17694,'Mike\'s Murder',5.8,796
17697,'Missing in Action',5.5,13829
17699,'S certy nejsou zerty',8.2,1041
17703,'Monaco Forever',3.7,574
17705,'Les morfalous',6.2,1675
17707,Mortuary,5.2,1800
17708,'Moscow on the Hudson',6.5,10927
17709,'Miss Marple: The Moving Finger',7.6,1560
17711,'Mrs. Soffel',6.1,2971
17714,'The Muppets Take Manhattan',6.9,19558
17715,'Miss Marple: A Murder Is Announced',8.0,1859
17716,'The Murder of Sherlock Holmes',8.1,746
17718,'Murderock - Uccide a passo di danza',5.6,1520
17720,'My Brother\'s Wedding',7.2,801
17729,Nadia,7.3,536
17732,'The Naked Face',5.5,1087
17735,'The Natural',7.5,44162
17739,'Next of Kin',6.9,868
17742,'Night Patrol',4.9,1334
17743,'Night Shadows',5.0,1989
17744,'The Night They Saved Christmas',6.9,1243
17745,'Night Train to Terror',4.2,2067
17746,'Night of the Comet',6.4,18547
17747,'A Nightmare on Elm Street',7.5,207056
17749,'Nineteen Eighty-Four',7.1,66543
17751,'Ninja III: The Domination',5.4,4033
17752,'The Ninja Mission',4.1,650
17754,'No Small Affair',5.6,1972
17758,'Non ci resta che piangere',7.7,5568
17760,'Nothing Lasts Forever',6.2,760
17761,'Notre histoire',6.6,854
17763,'Les nuits de la pleine lune',7.4,3871
17776,'Old Enough',6.4,618
17780,'Once Upon a Time in America',8.4,311137
17786,'Ordeal by Innocence',5.0,788
17788,'szi almanach',7.3,1239
17796,'Over the Brooklyn Bridge',5.8,1411
17798,'Oxford Blues',5.4,2949
17812,'The Party Animal',5.2,771
17813,'A Passage to India',7.3,16990
17822,Gwendoline,5.3,2610
17826,Phenomena,6.8,23535
17827,'The Philadelphia Experiment',6.1,14184
17832,'Pinot simple flic',5.3,659
17834,'Places in the Heart',7.4,10315
17835,'Miss Marple: A Pocketful of Rye',7.7,1687
17839,'Police Academy',6.7,114277
17843,'The Pope of Greenwich Village',6.7,7805
17853,'Prison Ship',3.5,852
17855,Protocol,5.5,4488
17860,'Purple Hearts',5.8,795
17861,'Purple Rain',6.6,19548
17872,'Racing with the Moon',6.7,4078
17874,'Il ragazzo di campagna',6.8,1907
17880,'The Razor\'s Edge',6.6,4984
17881,Razorback,6.0,5834
17883,Reckless,6.4,1885
17885,'Red Dawn',6.4,51229
17893,'Repo Man',6.9,33951
17894,'The Deadly Spawn',6.0,4155
17895,'Revenge of the Nerds',6.7,48822
17896,Rhinestone,3.9,6849
17897,'Les ripoux',7.2,4022
17899,'The River Rat',6.4,839
17900,'The River',6.4,6348
17901,'Roadhouse 66',5.3,705
17902,'Rok spokojnego slonca',7.1,1149
17904,'Romancing the Stone',6.9,82956
17907,'Ronja Rvardotter',7.3,10339
17911,'Rozpusten a vypusten',7.8,503
17913,Runaway,5.9,11752
17916,'SF Shinseiki Lensman',6.7,604
17917,Saaransh,8.2,1726
17924,'Los santos inocentes',8.1,3361
17928,'Savage Streets',6.3,4049
17931,Schatjes!,6.4,2086
17939,'Scream for Help',5.9,873
17943,'Secerna vodica',7.1,628
17947,'Secret Honor',7.3,2680
17954,Seksmisja,7.7,12044
17967,Sharaabi,7.4,2654
17968,'Shark: Rosso nell\'oceano',2.6,3212
17971,Sheena,4.9,4463
17974,'Sang gong kei bing',7.2,607
17976,'Meitantei Holmes',7.5,1256
17978,'The Shooting Party',6.9,1303
17982,'Silent Madness',5.1,712
17990,'Sixteen Candles',7.1,105507
17994,'Slapstick (Of Another Kind)',2.6,743
18000,'A Soldier\'s Story',7.2,8882
18003,'Something About Amelia',6.7,517
18006,Songwriter,6.3,565
18010,'Special Effects',5.4,855
18012,Splash,6.3,69252
18017,'Les spcialistes',6.5,922
18019,'Star Trek III: The Search for Spock',6.7,74797
18020,Starman,7.0,42785
18022,'Sta se zgodi kad se ljubav rodi',7.2,1049
18023,'The Stone Boy',6.6,693
18024,'Stop Making Sense',8.6,13228
18029,'Stranger than Paradise',7.5,34549
18038,'Streets of Fire',6.7,18098
18039,'Streetwalkin\'',5.8,612
18040,Streetwise,8.2,1789
18048,Supergirl,4.4,18731
18049,'Surf II',5.1,595
18054,'Swing Shift',5.9,4324
18059,Tank,5.8,4002
18064,'Taxidi sta Kythira',7.8,2293
18065,Teachers,6.1,3863
18067,'The Terminator',8.0,799595
18069,'Terror in the Aisles',6.5,1812
18073,'They\'re Playing with Fire',5.1,753
18074,'Thief of Hearts',5.8,1566
18075,'This Is Spinal Tap',7.9,128760
18079,'Michael Jackson: Thriller',8.7,15716
18086,Tightrope,6.3,15880
18089,'The Times of Harvey Milk',8.3,5584
18095,'Top Secret!',7.2,60203
18100,'Toy Soldiers',4.9,506
18110,'U raljama zivota',7.5,728
18112,'Un amour de Swann',6.6,1736
18113,'Un dimanche  la campagne',7.6,2239
18116,'Under the Volcano',7.0,4953
18117,'Die unendliche Geschichte',7.4,132267
18118,'Unfaithfully Yours',6.0,2492
18121,'Until September',5.8,611
18123,'Up the Creek',5.6,3148
18124,'Urusei Yatsura 2: Bytifuru dorm',7.5,1711
18126,'Uuno Turhapuro armeijan leiviss',6.7,2151
18128,'Varljivo leto \'68',8.5,4910
18133,'La vengeance du serpent  plumes',4.8,711
