,title,averageRating,numVotes,id,revenue,release_date,percent_of_max_revenue,percent_of_max_review
335,'A Nightmare on Elm Street 4: The Dream Master',5.7,50131,10131,72500000.0,1988-08-19,0.5700000000000001,0.04771124517393351
353,'Black Rain',6.7,49554,4105,45892212.0,1989-09-22,0.67,0.0302010286662915
513,Ouija,4.5,48406,242512,103590271.0,2014-10-24,0.45,0.06817132161814089
571,'The Last Exorcism',5.6,47913,38358,67738090.0,2010-08-27,0.5599999999999999,0.044577498201434126
185,Flashdance,6.2,47828,535,92921203.0,1983-04-14,0.62,0.06115015583710133
470,Duplicity,6.1,47754,16558,60000000.0,2009-03-19,0.61,0.039485168419807044
169,'Friday the 13th Part III',5.7,47720,9728,36690067.0,1982-08-13,0.5700000000000001,0.02414522458048341
577,'The Beaver',6.6,47362,50780,970816.0,2011-02-11,0.6599999999999999,0.0006388805544107234
574,'Death at a Funeral',5.7,46940,2196,46.0,2007-02-09,0.5700000000000001,3.0271962455185403e-08
549,'Don\'t Be Afraid of the Dark',5.6,46927,46261,36993168.0,2010-11-06,0.5599999999999999,0.02434469114770361
405,'The Runaways',6.5,46350,27586,2995811.0,2010-03-19,0.65,0.0019715016981485096
496,W.,6.3,46216,10523,29506464.0,2008-10-17,0.63,0.01941779500854956
221,'Friday the 13th: The Final Chapter',6.0,45429,9730,32980880.0,1984-04-13,0.6,0.021704260023890764
376,'Child\'s Play 2',5.9,45296,11186,35763605.0,1990-11-09,0.5900000000000001,0.02353553277874089
62,'Cat on a Hot Tin Roof',8.0,45037,261,17570324.0,1958-02-17,0.8,0.01156278670550963
529,Extract,6.1,45032,12569,10848783.0,2009-09-03,0.61,0.007139433731748993
520,'Kill the Messenger',6.9,44440,245916,2450846.0,2014-10-09,0.6900000000000001,0.001612867784683507
330,'Halloween 4: The Return of Michael Myers',5.9,44066,11357,17768757.0,1988-10-21,0.5900000000000001,0.011693372712593757
186,'Halloween III: Season of the Witch',5.0,43939,10676,14400000.0,1982-10-22,0.5,0.009476440420753691
247,Ladyhawke,7.0,43270,526,18432000.0,1985-03-27,0.7,0.012129843738564725
275,'Howard the Duck',4.7,43194,10658,37962774.0,1986-08-01,0.47000000000000003,0.024982775417884535
312,'Superman IV: The Quest for Peace',3.7,43067,11411,19300000.0,1987-07-23,0.37,0.012701062508371268
509,'Diary of a Wimpy Kid',6.2,42851,33217,75700498.0,2010-03-19,0.62,0.049817448549887774
161,Creepshow,6.9,42409,16281,21028755.0,1982-11-12,0.6900000000000001,0.01383873221389766
64,Dracula,6.8,41539,6114,215862692.0,1992-11-13,0.6799999999999999,0.14205624581954893
429,'Monte Carlo',5.8,41261,59860,17425000.0,2011-07-01,0.58,0.011467150995252296
299,'Jaws: The Revenge',3.0,41213,580,51881013.0,1987-07-17,0.3,0.034142175601586645
551,'The Spy Next Door',5.5,40799,23172,45236543.0,2010-01-15,0.55,0.02976954198474739
128,'A Hard Day\'s Night',7.6,40322,704,12299668.0,1964-07-06,0.76,0.008094241041461855
157,Annie,6.6,39961,196867,133821816.0,2014-12-19,0.6599999999999999,0.08806628238340716
283,'A Room with a View',7.3,39659,11257,20966644.0,1985-12-13,0.73,0.013797857825635616
272,'Friday the 13th Part VI: Jason Lives',6.0,38905,10225,19472057.0,1986-08-01,0.6,0.012814290835418046
175,'Porky\'s',6.2,38528,10246,125728258.0,1981-11-13,0.62,0.08274002403764921
369,'Sea of Love',6.8,37949,12150,110879513.0,1989-09-15,0.6799999999999999,0.07296827075185308
279,'Nine 1/2 Weeks',6.0,37448,10068,6735922.0,1986-02-14,0.6,0.004432816910544726
540,'Soul Kitchen',7.3,36470,31175,17872796.0,2009-09-09,0.73,0.011761839336547562
85,'The Time Machine',7.6,36191,2135,123729176.0,2002-03-04,0.76,0.0814244558800658
179,'The Verdict',7.7,36086,24226,53977250.0,1982-12-08,0.77,0.035521680118133836
566,Defendor,6.8,35514,34769,44462.0,2009-09-12,0.6799999999999999,2.925982597135768e-05
361,'Halloween 5: The Revenge of Michael Myers',5.1,34984,11361,11642254.0,1989-10-12,0.51,0.007661605999602871
115,'The Haunting',7.5,34975,11618,91188905.0,1999-07-23,0.75,0.06001015453237975
245,'Friday the 13th: A New Beginning',4.8,34053,9731,21930418.0,1985-03-22,0.48,0.014432104137446134
232,'Repo Man',6.9,33951,13820,2300000.0,1984-02-20,0.6900000000000001,0.00151359812275927
359,'Friday the 13th Part VIII: Jason Takes Manhattan',4.6,33812,10283,14000000.0,1989-07-28,0.45999999999999996,0.009213205964621645
47,'The Trouble with Harry',7.1,33771,11219,7000000.0,1955-10-03,0.71,0.0046066029823108225
202,'Twilight Zone: The Movie',6.5,33135,15301,29450919.0,1983-06-24,0.65,0.019381241613884923
281,'Peggy Sue Got Married',6.4,32950,10013,41382841.0,1986-10-05,0.64,0.02723347410958494
76,'The Flintstones',7.5,32852,888,341631208.0,1994-05-26,0.75,0.22482276308903554
328,'Friday the 13th Part VII: The New Blood',5.3,32789,10281,19170001.0,1988-05-13,0.53,0.012615511968214492
447,Safe,7.3,31559,72387,40346186.0,2012-04-16,0.73,0.02655126582178102
255,'The Protector',6.7,31385,8982,27165581.0,2005-08-11,0.67,0.017877292350115172
494,'City Island',7.4,30586,28053,6670712.0,2009-03-06,0.74,0.004389903113333799
188,Krull,6.1,30339,849,16519460.0,1983-07-29,0.61,0.010871227671737762
440,'The Wackness',7.0,29844,13990,2899975.0,2008-07-03,0.7,0.0019084333548038323
108,Cleopatra,7.0,29430,8095,71000000.0,1963-06-12,0.7,0.04672411596343834
216,Firestarter,6.1,29330,11495,17080167.0,1984-05-11,0.61,0.011240221177223841
531,Pontypool,6.6,29305,23963,32000.0,2009-03-06,0.6599999999999999,2.1058756490563758e-05
210,'Body Double',6.8,28987,11507,8801940.0,1984-10-25,0.6799999999999999,0.005792434722017274
300,'La Bamba',6.9,28650,16620,54215416.0,1987-07-24,0.6900000000000001,0.035678413861831695
288,'The Texas Chainsaw Massacre 2',5.6,28042,16337,8025872.0,1986-08-22,0.5599999999999999,0.00528171512726356
484,'12 Rounds',5.6,27261,17134,17280326.0,2009-03-19,0.5599999999999999,0.011371943040986177
408,'The Sisterhood of the Traveling Pants 2',6.2,27062,10188,44352417.0,2008-08-06,0.62,0.029187710917841888
414,Secretariat,7.2,26540,39486,60251371.0,2010-08-20,0.72,0.03965059219098797
95,'Cape Fear',7.7,26445,1598,182300000.0,1991-11-15,0.77,0.11996910338218042
166,Firefox,6.0,25141,10724,70687344.0,1982-06-13,0.6,0.046518361383147286
49,'Around the World in 80 Days',6.8,24770,10204,72178895.0,2004-06-16,0.6799999999999999,0.04749993042384281
211,'The Bounty',7.1,24707,2669,8613462.0,1984-05-04,0.71,0.005668399962460134
258,'Return to Oz',6.8,24683,13155,11137801.0,1985-06-21,0.6799999999999999,0.007329632471854922
65,'House on Haunted Hill',6.9,23530,11377,40846082.0,1999-10-29,0.6900000000000001,0.026880240450987487
383,Cursed,5.8,22859,10012,19294901.0,2005-02-25,0.58,0.012697706927141724
404,'Beverly Hills Chihuahua',3.8,22837,14405,149281606.0,2008-10-03,0.38,0.09824015591482131
10,'The Birth of a Nation',6.3,22736,339408,15861566.0,2016-09-09,0.63,0.01043827674853142
293,'Creepshow 2',6.1,22587,16288,14000000.0,1987-05-01,0.61,0.009213205964621645
367,'The Punisher',5.7,21712,7220,54700105.0,2004-04-15,0.5700000000000001,0.03599738097510216
399,Home,8.6,21412,228161,368871007.0,2015-03-18,0.86,0.24274889727631374
568,'Mars Needs Moms',5.4,21119,50321,38992758.0,2011-03-09,0.54,0.02566059361304631
158,'The Beastmaster',6.2,20873,16441,14056528.0,1982-08-20,0.62,0.009250406257962225
407,'Our Brand Is Crisis',6.1,20609,10317,7002261.0,2015-09-11,0.61,0.004608090915074109
564,'Yogi Bear',4.6,20504,41515,201584141.0,2010-12-11,0.45999999999999996,0.13265972930245218
624,'The Order',6.8,20332,9616,11560806.0,2003-09-05,0.6799999999999999,0.007608006199645264
207,Transformers,8.0,20324,1858,709709780.0,2007-06-27,0.8,0.4670501698747368
81,'Ocean\'s Eleven',6.6,20016,161,450717150.0,2001-12-07,0.6599999999999999,0.2966107096240906
329,Hairspray,6.9,19792,2976,90450008.0,2007-07-13,0.6900000000000001,0.059523896657548245
116,Hud,7.8,19575,24748,10000000.0,1963-05-29,0.78,0.006580861403301175
610,'The Rookie',8.1,19526,14635,75597042.0,2002-03-25,0.8099999999999999,0.049749365590153784
605,War,6.5,19376,10431,40452643.0,2007-08-24,0.65,0.026621323698022142
442,Wanted,6.6,18830,8909,258270008.0,2008-06-19,0.6599999999999999,0.16996391272774855
58,'3:10 to Yuma',7.6,18176,5176,70016220.0,2007-09-06,0.76,0.046076703980304376
443,'The Prince',4.6,17576,241254,266586800.0,2014-08-22,0.45999999999999996,0.17543707827495697
91,'The Misfits',7.3,17280,11536,8200000.0,1961-01-01,0.73,0.0053963063507069635
373,'The Adventures of Ford Fairlane',6.5,17155,9548,20423389.0,1990-07-11,0.65,0.013440349239470578
337,'Poltergeist III',4.7,17014,10306,14144000.0,1988-06-10,0.47000000000000003,0.009307970368829181
53,'Moby Dick',7.3,16995,10339,10400000.0,1956-06-27,0.73,0.006844095859433221
229,'A Passage to India',7.3,16990,15927,27187653.0,1984-12-14,0.73,0.01789181762740454
26,'The Phantom of the Opera',7.6,16743,9833,154648887.0,2004-12-08,0.76,0.10177228915217848
214,'The Cotton Club',6.6,16556,2148,25928721.0,1984-12-14,0.6599999999999999,0.017063331926586465
539,'Extraordinary Measures',6.4,16285,27569,15134293.0,2010-01-21,0.64,0.009959668466995114
70,'Journey to the Center of the Earth',7.0,15763,88751,101702060.0,2008-07-10,0.7,0.06692871612902203
559,'Solitary Man',6.3,15605,36691,5024782.0,2009-09-07,0.63,0.0033067393923802485
117,'The Nutty Professor',6.6,15497,9327,128769345.0,1996-06-26,0.6599999999999999,0.08474132124388731
289,'The Wraith',6.0,14883,10017,3500000.0,1986-11-21,0.6,0.0023033014911554113
398,'Dylan Dog: Dead of Night',5.1,14661,43935,4634062.0,2011-03-16,0.51,0.0030496119756304647
122,'The Addams Family',8.0,14476,2907,191502426.0,1991-11-22,0.8,0.12602509239019394
278,'My Beautiful Laundrette',6.8,14399,11240,2451545.0,1985-09-07,0.6799999999999999,0.0016133277868955978
77,'The Alamo',6.9,14383,10733,25819961.0,2004-04-07,0.6900000000000001,0.01699175847796416
270,Crossroads,7.1,14377,17130,61141030.0,2002-02-15,0.71,0.04023606444850792
141,'The Train',7.8,14357,3482,6800000.0,1964-09-21,0.78,0.0044749857542447985
599,Marmaduke,4.3,14342,38579,83761844.0,2010-06-04,0.43,0.05512250862489341
260,Subway,6.6,14066,10656,390659.0,1985-04-10,0.6599999999999999,0.00025708727349522335
182,'Bad Boys',7.2,13933,9737,141407024.0,1995-04-07,0.72,0.09305800263972829
473,'Post Grad',5.3,13682,25704,6405245.0,2009-08-21,0.53,0.004215202959918783
151,Alfie,7.0,13520,8849,13395939.0,2004-10-22,0.7,0.008815681792607694
336,'Phantasm II',6.5,13359,15158,7282851.0,1988-07-08,0.65,0.004792743305189336
406,Race,6.7,13064,323677,24804129.0,2016-02-19,0.67,0.016323253517860337
248,'The Last Dragon',6.9,12983,13938,25754284.0,1985-03-22,0.6900000000000001,0.0169485373545257
578,Carlos,7.6,12972,43434,871279.0,2010-05-19,0.76,0.0005733766342606845
205,Yentl,6.6,12648,10269,30400000.0,1983-11-18,0.6599999999999999,0.020005818666035572
344,'Talk Radio',7.3,12580,10132,3468572.0,1988-12-21,0.73,0.002282619159937116
121,'Tom Jones',6.5,11678,5769,37600000.0,1963-10-06,0.65,0.024744038876412418
284,'Running Scared',6.6,11370,7304,9500000.0,2006-01-06,0.6599999999999999,0.006251818333136116
474,'Madea Goes to Jail',4.5,11332,15670,90508336.0,2009-02-16,0.45,0.05956228150594142
189,'Lone Wolf McQuade',6.4,10985,14854,12232628.0,1983-04-14,0.64,0.008050122946614124
133,'Get Smart',8.2,10955,11665,230685453.0,2008-06-19,0.82,0.15181089939507472
290,'21 Jump Street',7.2,10899,64688,201585328.0,2012-03-12,0.72,0.13266051045070076
212,C.H.U.D.,5.6,10785,23730,3412497.0,1984-08-31,0.5599999999999999,0.002245716979618105
497,'Me and Orson Welles',6.7,10716,12404,2336172.0,2009-11-25,0.67,0.0015374024146272913
118,'The Raven',6.6,10636,70436,29657751.0,2012-03-09,0.6599999999999999,0.019517354886461682
80,'Elmer Gantry',7.8,10385,22013,10400000.0,1960-06-19,0.78,0.006844095859433221
298,Ishtar,4.4,10252,12704,14375181.0,1987-05-15,0.44000000000000006,0.009460107380836838
318,'Action Jackson',5.5,10129,10117,20256975.0,1988-02-12,0.55,0.01333083449251368
308,'Project X',6.1,10096,57214,100000000.0,2012-03-01,0.61,0.06580861403301175
159,'The Best Little Whorehouse in Texas',6.0,9929,16363,69701637.0,1982-07-23,0.6,0.045869681268020907
72,'The Nun\'s Story',7.6,9404,27029,12800000.0,1959-06-18,0.76,0.008423502596225504
506,'An American Carol',4.1,9392,13948,7000000.0,2008-10-03,0.41,0.0046066029823108225
137,'The Greatest Story Ever Told',6.6,9156,2428,15473333.0,1965-02-15,0.6599999999999999,0.010182785992012637
491,'Baggage Claim',5.1,8782,175528,22456509.0,2013-09-27,0.51,0.014778317333098546
126,'The Fall of the Roman Empire',6.7,8246,17277,4750000.0,1964-03-24,0.67,0.003125909166568058
526,'I Hope They Serve Beer in Hell',5.3,8212,30128,1429299.0,2009-09-25,0.53,0.0009406018622876965
148,'Mission: Impossible',7.9,8068,954,457696359.0,1996-05-22,0.79,0.30120363033745784
172,'The Man from Snowy River',7.3,7996,24266,20659423.0,1982-03-02,0.73,0.013595679943517257
276,'Invaders from Mars',5.6,7951,31909,4884663.0,1986-01-01,0.5599999999999999,0.0032145290204833327
109,'Donovan\'s Reef',6.9,7753,15875,6600000.0,1963-06-12,0.6900000000000001,0.004343368526178775
12,'The Immigrant',7.6,7547,152599,5867686.0,2013-07-03,0.76,0.003861442832409066
48,Anastasia,7.0,7546,9444,139804348.0,1997-11-20,0.7,0.09200330377668858
552,'The Tempest',5.3,7424,44638,346594.0,2010-12-10,0.53,0.00022808870772157673
432,'Mao\'s Last Dancer',7.3,7411,33870,20719451.0,2009-10-01,0.73,0.013635183538348992
138,'Major Dundee',6.7,7089,29715,14873.0,1965-04-07,0.67,9.787715165129838e-06
630,'High Fidelity',7.6,7082,243,47126295.0,2000-03-17,0.76,0.031013161584608512
317,'War of the Worlds',6.2,7015,74,591739379.0,2005-06-28,0.62,0.3894154840074506
454,Shorts,4.7,6849,25132,28972508.0,2009-08-21,0.47000000000000003,0.01906640596540345
86,'The Avengers',8.3,6779,24428,1519557910.0,2012-04-25,0.8300000000000001,1.0
627,Pinocchio,6.2,6770,10895,84300000.0,1940-02-23,0.62,0.0554766616298289
567,'Our Family Wedding',5.0,6733,34563,21409028.0,2010-03-12,0.5,0.014088984604739414
482,Freakonomics,6.4,6693,43942,103735.0,2010-10-01,0.64,6.826656576714474e-05
351,'The BFG',6.7,6601,267935,183345589.0,2016-06-01,0.67,0.12065719101156204
349,Beetlejuice,7.3,6588,4011,73326666.0,1988-02-29,0.73,0.048255262611215655
135,'Lost in Space',7.3,6587,2157,136159423.0,1998-04-03,0.73,0.08960462915164583
321,'The Blood of Heroes',6.5,6363,21512,882290.0,1989-10-19,0.65,0.0005806228207518593
25,'The Big Parade',7.9,6186,3060,22000000.0,1925-11-05,0.79,0.014477895087262584
92,'Pocketful of Miracles',7.2,6149,248,5000000.0,1961-12-18,0.72,0.0032904307016505875
107,'55 Days at Peking',6.7,6009,27759,10000000.0,1963-05-06,0.67,0.006580861403301175
638,Special,7.6,5844,13856,7202.0,2006-01-30,0.76,4.739536382657506e-06
576,'10 Things I Hate About You',7.3,5643,4951,53478166.0,1999-03-30,0.73,0.03519323985487332
372,'The Woman in Black',7.2,4885,65086,127730736.0,2012-02-01,0.72,0.08405782705576519
23,'The Hunchback of Notre Dame',7.2,4845,10545,100138851.0,1996-06-21,0.72,0.06589998995168272
123,'The Man from U.N.C.L.E.',7.7,4783,203801,108145109.0,2015-08-13,0.77,0.07116879737738985
156,'Alone in the Dark',6.1,4646,12142,10442808.0,2005-01-28,0.61,0.006872267210928473
34,College,9.0,4638,13991,6230276.0,2008-08-28,0.9,0.004100058286031363
94,'The Saint',7.5,4563,10003,118063304.0,1997-04-03,0.75,0.07769582404398132
233,Sheena,4.9,4463,24264,5778353.0,1984-08-17,0.49000000000000005,0.003802654023234955
612,Wanderlust,7.0,4455,50647,24159934.0,2012-02-23,0.7,0.015899317716690377
73,'The Shaggy Dog',6.5,4435,10067,61112916.0,2006-03-09,0.65,0.04021756301475868
237,'The Equalizer',7.8,4348,156022,192330738.0,2014-09-24,0.78,0.12657019303726305
609,'Four Weddings and a Funeral',7.2,4248,712,254700832.0,1994-03-09,0.72,0.16761508746974968
56,Trapeze,6.8,4217,40494,14400000.0,1956-05-30,0.6799999999999999,0.009476440420753691
608,Brother,7.3,4157,327,15250000.0,2000-09-09,0.73,0.01003581364003429
322,'The Bourne Identity',6.9,4062,2501,214034224.0,2002-06-14,0.6900000000000001,0.1408529563707118
124,Thunderbirds,7.9,3928,14623,28283637.0,2004-07-23,0.79,0.018613069507828102
338,Prison,5.8,3865,48309,354704.0,1988-03-04,0.58,0.000233425786319654
570,'Dark Blue',7.6,3844,4911,9237470.0,2002-12-14,0.76,0.00607905097871525
14,Neighbors,7.6,3767,195589,268157400.0,2014-05-08,0.76,0.17647066836695943
52,'Love Me Tender',6.2,3641,39833,9000000.0,1956-11-15,0.62,0.005922775262971057
89,'The Ladies Man',6.4,3619,16888,13700000.0,2000-10-13,0.64,0.00901578012252261
38,'The Egyptian',6.6,3543,24973,15000000.0,1954-08-25,0.6599999999999999,0.009871292104951761
55,'The Rainmaker',7.0,3514,11975,45916769.0,1997-11-18,0.7,0.030217189287639588
187,Hercules,4.0,3502,184315,243400000.0,2014-07-23,0.4,0.1601781665563506
297,'Hot Pursuit',5.9,3411,268920,51680201.0,2015-05-08,0.5900000000000001,0.03401002400757468
104,'The Fugitive',8.0,3372,5503,368875760.0,1993-08-06,0.8,0.24275202515973873
622,Burn,5.7,3261,139948,111300.0,2012-11-01,0.5700000000000001,7.324498741874207e-05
596,'Mortal Kombat',8.4,3253,9312,122195920.0,1995-08-18,0.8400000000000001,0.0804154413568878
392,'The Young Messiah',5.6,3188,318850,6490401.0,2016-03-10,0.5599999999999999,0.004271242943284735
84,'School for Scoundrels',7.4,3187,9842,17807569.0,2006-09-29,0.74,0.011718914351872249
125,'The Best Man',7.6,3078,16162,34573780.0,1999-10-22,0.76,0.02275252543682261
590,'Lights Out',8.0,3027,345911,44107032.0,2016-07-21,0.8,0.029026226450296982
153,'The Wave',7.1,2967,7735,19000000.0,2008-03-11,0.71,0.012503636666272232
74,'Solomon and Sheba',6.2,2913,29996,12200000.0,1959-12-25,0.62,0.008028650912027433
580,Watchmen,8.6,2900,13183,185258983.0,2009-03-05,0.86,0.12191636908395284
325,Chocolat,7.3,2751,392,152500343.0,2000-12-14,0.73,0.10035836212388904
271,Fortress,7.1,2659,12088,6739141.0,1992-09-30,0.71,0.004434935289830448
35,Underworld,7.6,2637,277,95708457.0,2003-09-19,0.76,0.06298440906408101
147,'The Green Hornet',7.4,2588,40805,227817248.0,2011-01-12,0.74,0.14992337343694917
152,'Under the Rainbow',5.5,2553,47941,2297493.0,1981-07-31,0.55,0.0015119483008054625
60,'A Farewell to Arms',5.9,2405,22649,25.0,1932-12-08,0.5900000000000001,1.6452153508252938e-08
611,Barbershop,9.1,2375,10611,75781642.0,2002-04-01,0.9099999999999999,0.04987084829165872
603,'The Cave',7.5,2366,9042,15007991.0,2005-08-25,0.75,0.00987655087129914
9,Cinderella,7.8,2309,150689,543514353.0,2015-03-12,0.78,0.357679262779791
560,'The Call',4.4,2231,158011,68572378.0,2013-03-14,0.44000000000000006,0.04512653157127786
262,Water,6.2,2224,7509,10422387.0,2005-09-08,0.62,0.006858828433856792
112,Flipper,6.3,2219,36355,20080020.0,1996-05-17,0.63,0.013214382859551566
106,'My Favorite Martian',7.3,2144,9849,36850101.0,1999-02-11,0.73,0.024250540737865003
340,Pulse,5.5,2122,9682,29907685.0,2006-08-11,0.55,0.01968183298785895
615,Driven,6.2,2074,10477,54744738.0,2001-04-27,0.62,0.036026753333803514
621,Abduction,4.8,2057,59965,82087155.0,2011-09-22,0.48,0.0540204190046301
20,'Robin Hood',7.2,2003,20662,310669540.0,2010-05-12,0.72,0.20444731849673303
309,'The Quick and the Dead',7.0,1995,12106,18552460.0,1995-02-09,0.7,0.01220911679502889
134,'I Spy',7.1,1959,8427,33561137.0,2002-10-31,0.71,0.0220861191134203
620,'The Village',7.4,1920,6947,256697520.0,2004-07-30,0.74,0.16892908016911312
347,Twister,5.2,1914,664,494471524.0,1996-05-10,0.52,0.32540485673231107
617,Infamous,4.0,1896,9672,1151330.0,2006-11-16,0.4,0.0007576743159462741
304,'Man on Fire',5.9,1804,9509,130293714.0,2004-04-23,0.5900000000000001,0.08574448735553619
478,'Bran Nue Dae',6.2,1740,38415,7.0,2009-08-09,0.62,4.606602982310822e-09
631,Control,8.2,1687,5708,8159508.0,2007-09-26,0.82,0.005369659126712716
628,Savages,9.0,1677,82525,82966152.0,2012-07-06,0.9,0.054598874747721855
66,'The Quiet American',6.8,1672,8198,27674124.0,2002-11-22,0.6799999999999999,0.01821195745017707
633,Frenzy,2.8,1664,573,12600000.0,1972-05-25,0.27999999999999997,0.00829188536815948
18,'Grandma\'s Boy',7.0,1651,9900,6538177.0,2006-01-06,0.7,0.004302683666725146
32,'The Scarlet Letter',7.6,1562,10533,10382407.0,1995-10-13,0.76,0.006832518149966394
11,'By the Sea',5.8,1544,314385,3727746.0,2015-11-12,0.58,0.002453177977271034
315,Monsters,7.3,1529,43933,4242978.0,2010-06-18,0.73,0.0027922450155256013
386,Identity,7.5,1517,2832,90259536.0,2003-04-25,0.75,0.05939854967422729
132,'The Visit',7.5,1507,298312,98450062.0,2015-09-10,0.75,0.06478862131684077
464,'The 5th Quarter',5.6,1478,59728,399611.0,2011-03-25,0.5599999999999999,0.00026297846062345857
619,Dope,7.3,1464,308639,17986781.0,2015-06-19,0.73,0.011836851285253091
632,'Man of Steel',7.3,1441,49521,662845518.0,2013-06-12,0.73,0.4362094485757374
431,Hero,6.4,1437,79,177394432.0,2002-12-19,0.64,0.11674081707093348
154,'The Incredible Hulk',6.9,1418,1724,163712074.0,2008-06-12,0.6900000000000001,0.10773664690409858
30,'The Wizard of Oz',5.1,1408,630,33754967.0,1939-08-15,0.51,0.022213675950000483
197,Sahara,5.1,1407,7364,119269486.0,2005-04-06,0.51,0.07848959570089697
54,'The Opposite Sex',6.1,1406,301748,45000.0,2014-11-08,0.61,2.9613876314855285e-05
480,Monster,2.1,1381,504,60378584.0,2003-11-16,0.21000000000000002,0.039734309303157786
636,Woodstock,7.6,1372,9459,34505110.0,1970-03-26,0.76,0.022707334661566138
389,Steel,7.2,1371,8854,1686429.0,1997-08-15,0.72,0.0011098155515507798
314,'Dear John',6.8,1340,22971,114977104.0,2010-02-04,0.6799999999999999,0.0756648385976945
424,'Roadside Romeo',5.2,1311,20653,1100000.0,2008-10-24,0.52,0.0007238947543631292
607,Ultraviolet,7.0,1309,9920,31070211.0,2006-03-03,0.7,0.02044687523623236
206,'The Master',4.6,1280,68722,28258060.0,2012-09-07,0.45999999999999996,0.01859623763861688
637,Ghost,5.1,1267,251,505000000.0,1990-07-12,0.51,0.3323335008667093
339,'Promised Land',5.7,1214,133694,8138788.0,2012-09-23,0.5700000000000001,0.005356023581885076
39,'The Fast and the Furious',5.4,1187,9799,207283925.0,2001-06-22,0.54,0.13641067815572755
387,Drive,7.2,1184,64690,78054825.0,2011-08-06,0.72,0.05136679851839276
388,Prophecy,7.3,1179,31915,54000000.0,1979-01-01,0.73,0.035536651577826345
42,'The End of the Affair',6.6,1142,20024,10827816.0,1999-12-03,0.6599999999999999,0.007125635639644691
267,'Big Trouble',5.2,1137,2185,8493890.0,2002-04-05,0.52,0.005589711286488582
614,'Freaky Friday',3.7,1137,10330,110230332.0,2003-08-03,0.37,0.07254105373318744
13,'The Last of the Mohicans',6.7,1130,9361,75505856.0,1992-09-25,0.67,0.04968935734736164
635,Joy,6.6,1128,274479,101134059.0,2015-12-24,0.6599999999999999,0.06655492254322838
238,'The Aviator',5.5,1114,2567,102000000.0,2004-12-17,0.55,0.06712478631367198
618,Happiness,7.7,1100,10683,2807390.0,1998-10-16,0.77,0.0018475044495013684
244,'Fair Game',6.0,1091,38363,24188922.0,2010-05-20,0.6,0.015918394317726264
102,Maniac,5.9,1063,103620,31081.0,2012-12-26,0.5900000000000001,2.045397532760038e-05
606,Cure,7.6,1042,36095,99000.0,1997-11-06,0.76,6.515052789268163e-05
418,'Pirates of the Caribbean: At World\'s End',7.1,970,285,961000000.0,2007-05-19,0.71,0.6324207808572428
384,Doubt,8.8,935,14359,50907234.0,2008-11-27,0.8800000000000001,0.033501345137942125
629,300,8.6,900,1271,422610419.0,2006-12-09,0.86,0.2781140595030037
259,'Sense and Sensibility',6.8,877,4584,135000000.0,1995-12-13,0.6799999999999999,0.08884162894456586
17,'The Three Musketeers',6.9,860,52451,132274484.0,2011-08-31,0.6900000000000001,0.08704800463971787
639,'The Story of Us',6.5,858,12220,58900031.0,1999-10-13,0.65,0.03876129406611427
601,'Harry Potter and the Half-Blood Prince',7.3,854,767,933959197.0,2009-07-07,0.73,0.6146256031795458
181,Adam,7.2,836,22051,2277396.0,2009-07-29,0.72,0.0014987227436432482
41,'The Raid',6.8,831,94329,4105187.0,2011-09-08,0.6799999999999999,0.002701566668163374
423,Casablanca,6.1,809,289,10462500.0,1942-11-26,0.61,0.006885226243203854
37,'The Bounty Hunter',6.5,806,27573,136000000.0,2010-03-16,0.65,0.08949971508489597
22,'Sherlock Holmes',7.7,794,10528,524028679.0,2009-12-23,0.77,0.34485601078540007
641,'The Edge',7.6,790,9433,43312294.0,1997-09-06,0.76,0.028503220387303303
634,'The Switch',8.0,766,41210,49830607.0,2010-05-11,0.8,0.03279283183093693
589,'The Boy Next Door',6.8,761,241251,52425855.0,2015-01-23,0.6799999999999999,0.03450072857045639
331,'The In Crowd',6.4,731,36047,5217498.0,2000-07-19,0.64,0.0034335631210001072
19,'Oliver Twist',6.7,723,257,42093706.0,2005-09-23,0.67,0.027701284513730707
458,'Heaven\'s Gate',7.3,710,10935,3484331.0,1980-11-19,0.73,0.0022929899394225784
90,'The Mask',5.9,710,854,351583407.0,1994-07-29,0.5900000000000001,0.2313721673167428
640,Stardust,3.8,705,2270,135560026.0,2007-08-09,0.38,0.08921017429339037
565,'Standing Ovation',3.2,698,55567,531826.0,2010-07-16,0.32,0.00034998731966720504
365,'Out Cold',5.6,693,14369,14782676.0,2001-11-21,0.5599999999999999,0.009728274192590659
476,Saw,6.9,690,176,103911669.0,2004-10-01,0.6900000000000001,0.06838282918747071
199,Scream,2.9,676,4232,173046663.0,1996-12-20,0.29,0.11387961055067654
131,'The Thin Red Line',6.7,674,8741,98126565.0,1998-12-25,0.67,0.0645757324247024
171,Inchon,2.6,660,113464,5200000.0,1981-05-04,0.26,0.0034220479297166107
285,'Slow Burn',5.0,619,18777,1237615.0,2005-09-12,0.5,0.0008144572785646583
448,Flipped,6.7,606,43949,1755212.0,2010-08-06,0.67,0.0011550806905411062
240,'Bridge to Terabithia',6.1,596,1265,137587063.0,2007-02-16,0.61,0.09054413924902671
61,'Just My Luck',6.3,570,10025,38159905.0,2006-05-12,0.63,0.02511250459681395
